Mission_ID,Grid_ID,Image,Row,Col,Pixel_X,Pixel_Y,Northing,Easting,Average_NDVI,Average_NDRE,Average_SAVI,Vegetation_Ratio,Canopy_Coverage,Crop_Stress_Indicator,Average_Red,Average_Green,Average_NIR,Temperature,Humidity,Rainfall,Wind_Speed,Soil_Moisture,Soil_pH,Crop_Type,Crop_Growth_Stage,Status
20260724_123113,G_2_14,jpr_20240528_AB01_MS_aligned_sun-all,2,14,928,137,4300380.222121344,621341.584946709,0.48231193,0.076585054,3.105793e-05,0.9775568181818182,98.60795454545455,51.768803,5.461654e-06,5.005155e-06,1.5814745e-05,28.99,68.52,8.26,0.62,38.62,6.32,Wheat,Vegetative,HEALTHY
20260724_123113,G_2_15,jpr_20240528_AB01_MS_aligned_sun-all,2,15,992,137,4300380.222121344,621344.7849466898,0.5296217,0.100092076,3.4891804e-05,1.0,100.0,47.037827,5.171553e-06,5.4006887e-06,1.680267e-05,31.47,71.87,11.4,4.14,36.05,6.91,Wheat,Vegetative,HEALTHY
20260724_123113,G_2_16,jpr_20240528_AB01_MS_aligned_sun-all,2,16,1056,137,4300380.222121344,621347.9849466707,0.5088913,0.09940784,3.2139415e-05,0.9198863636363637,92.69886363636364,49.11087,5.04235e-06,4.9157984e-06,1.5755944e-05,30.3,78.1,13.04,4.82,45.82,7.11,Wheat,Vegetative,HEALTHY
20260724_123113,G_2_17,jpr_20240528_AB01_MS_aligned_sun-all,2,17,1120,137,4300380.222121344,621351.1849466516,0.5778313,0.13063285,3.7546182e-05,1.0,100.0,42.216866,4.5341417e-06,5.1099014e-06,1.7050086e-05,28.47,79.6,14.78,5.15,37.18,6.77,Wheat,Vegetative,HEALTHY
20260724_123113,G_2_18,jpr_20240528_AB01_MS_aligned_sun-all,2,18,1184,137,4300380.222121344,621354.3849466324,0.53488463,0.1078658,3.370659e-05,0.9829545454545454,98.94886363636364,46.511536,4.7482713e-06,4.707305e-06,1.598428e-05,27.65,71.83,14.58,1.29,24.59,6.68,Wheat,Vegetative,HEALTHY
20260724_123113,G_2_19,jpr_20240528_AB01_MS_aligned_sun-all,2,19,1248,137,4300380.222121344,621357.5849466133,0.5546936,0.1344508,3.476524e-05,0.9494318181818182,95.9090909090909,44.530643,4.567441e-06,4.770362e-06,1.6156348e-05,29.41,74.29,3.75,3.06,34.64,7.22,Wheat,Vegetative,HEALTHY
20260724_123113,G_2_20,jpr_20240528_AB01_MS_aligned_sun-all,2,20,1312,137,4300380.222121344,621360.7849465943,0.5658789,0.14749922,3.6197605e-05,0.9667613636363637,97.44318181818183,43.412106,4.4459434e-06,4.6990726e-06,1.6512337e-05,31.92,75.32,12.02,2.89,43.64,7.23,Wheat,Vegetative,HEALTHY
20260724_123113,G_2_21,jpr_20240528_AB01_MS_aligned_sun-all,2,21,1376,137,4300380.222121344,621363.9849465751,0.5676731,0.15782528,3.7047706e-05,0.9301136363636363,93.83522727272727,43.232693,4.6131768e-06,4.9203004e-06,1.6962962e-05,36.89,69.3,10.41,1.4,35.92,7.17,Wheat,Vegetative,HEALTHY
20260724_123113,G_2_22,jpr_20240528_AB01_MS_aligned_sun-all,2,22,1440,137,4300380.222121344,621367.184946556,0.5718622,0.15511474,3.6926907e-05,0.6522727272727272,65.6534090909091,42.813778,4.543415e-06,4.822283e-06,1.6852933e-05,31.45,68.85,5.77,2.39,24.61,6.27,Wheat,Vegetative,HEALTHY
20260724_123113,G_3_11,jpr_20240528_AB01_MS_aligned_sun-all,3,11,736,192,4300377.472312373,621331.9849467663,0.50447744,0.092949726,2.982484e-05,0.5673295454545455,57.38636363636363,49.552258,4.7897347e-06,4.6913883e-06,1.4731743e-05,29.3,75.86,9.71,3.12,26.52,6.76,Wheat,Vegetative,HEALTHY
20260724_123113,G_3_12,jpr_20240528_AB01_MS_aligned_sun-all,3,12,800,192,4300377.472312373,621335.1849467471,0.49322832,0.084745675,3.1013653e-05,0.9914772727272727,99.48863636363636,50.67717,5.2575633e-06,5.055969e-06,1.5595882e-05,33.91,75.42,13.43,5.07,40.99,6.73,Wheat,Vegetative,HEALTHY
20260724_123113,G_3_13,jpr_20240528_AB01_MS_aligned_sun-all,3,13,864,192,4300377.472312373,621338.3849467281,0.4796304,0.06775482,3.1863605e-05,1.0,100.0,52.03696,5.6797458e-06,5.364909e-06,1.6301423e-05,32.8,70.99,7.57,3.44,46.04,7.06,Wheat,Vegetative,HEALTHY
20260724_123113,G_3_14,jpr_20240528_AB01_MS_aligned_sun-all,3,14,928,192,4300377.472312373,621341.584946709,0.49980596,0.085806325,3.1100797e-05,0.9857954545454546,99.26136363636363,50.01941,5.138868e-06,4.9494256e-06,1.5506235e-05,32.38,67.98,4.28,3.54,26.39,6.85,Wheat,Vegetative,HEALTHY
20260724_123113,G_3_15,jpr_20240528_AB01_MS_aligned_sun-all,3,15,992,192,4300377.472312373,621344.7849466898,0.50512576,0.087863065,3.0402472e-05,0.9806818181818182,98.52272727272727,49.487423,4.8596207e-06,4.8493725e-06,1.49941925e-05,30.87,75.71,11.16,4.81,28.53,6.97,Wheat,Vegetative,HEALTHY
20260724_123113,G_3_16,jpr_20240528_AB01_MS_aligned_sun-all,3,16,1056,192,4300377.472312373,621347.9849466707,0.542447,0.11221615,3.3442368e-05,0.9065340909090909,91.73295454545455,45.755302,4.618482e-06,4.908695e-06,1.5766402e-05,30.79,69.95,7.22,0.58,30.34,6.69,Wheat,Vegetative,HEALTHY
20260724_123113,G_3_17,jpr_20240528_AB01_MS_aligned_sun-all,3,17,1120,192,4300377.472312373,621351.1849466516,0.5403411,0.10096114,3.52864e-05,0.921875,92.92613636363637,45.965893,4.818198e-06,4.844898e-06,1.6580858e-05,30.06,67.25,6.68,2.71,38.33,6.57,Wheat,Vegetative,HEALTHY
20260724_123113,G_3_18,jpr_20240528_AB01_MS_aligned_sun-all,3,18,1184,192,4300377.472312373,621354.3849466324,0.56905425,0.116087675,3.9409944e-05,0.9051136363636364,91.47727272727273,43.094574,4.8430697e-06,5.3465656e-06,1.7980332e-05,28.68,72.21,1.43,0.79,29.52,6.37,Wheat,Vegetative,HEALTHY
20260724_123113,G_3_19,jpr_20240528_AB01_MS_aligned_sun-all,3,19,1248,192,4300377.472312373,621357.5849466133,0.53250974,0.11813991,3.253062e-05,0.9190340909090909,93.0965909090909,46.749027,4.631104e-06,4.6036635e-06,1.547509e-05,30.26,65.35,8.53,3.5,38.01,6.41,Wheat,Vegetative,HEALTHY
20260724_123113,G_3_20,jpr_20240528_AB01_MS_aligned_sun-all,3,20,1312,192,4300377.472312373,621360.7849465943,0.58710504,0.15666035,3.774486e-05,0.91875,92.75568181818183,41.289497,4.3119817e-06,4.9595355e-06,1.6894153e-05,32.73,79.21,1.55,1.55,30.59,6.42,Wheat,Vegetative,HEALTHY
20260724_123113,G_3_21,jpr_20240528_AB01_MS_aligned_sun-all,3,21,1376,192,4300377.472312373,621363.9849465751,0.598745,0.16043787,4.025574e-05,0.93125,94.0909090909091,40.1255,4.413612e-06,5.069082e-06,1.783281e-05,29.78,59.91,13.46,5.78,23.72,6.6,Wheat,Vegetative,HEALTHY
20260724_123113,G_3_22,jpr_20240528_AB01_MS_aligned_sun-all,3,22,1440,192,4300377.472312373,621367.184946556,0.5586103,0.15059148,3.4663306e-05,0.9258522727272728,93.4090909090909,44.13897,4.4805165e-06,4.6388723e-06,1.603544e-05,32.79,69.58,5.81,2.31,36.17,6.2,Wheat,Vegetative,HEALTHY
20260724_123113,G_3_23,jpr_20240528_AB01_MS_aligned_sun-all,3,23,1504,192,4300377.472312373,621370.3849465369,0.55339146,0.14258282,3.4420278e-05,0.928409090909091,93.97727272727273,44.660854,4.397259e-06,4.6062573e-06,1.5871175e-05,29.21,68.97,0.86,5.82,36.96,6.42,Wheat,Vegetative,HEALTHY
20260724_123113,G_3_24,jpr_20240528_AB01_MS_aligned_sun-all,3,24,1568,192,4300377.472312373,621373.5849465177,0.5605713,0.15270789,3.4933517e-05,0.625,63.40909090909091,43.942867,4.477403e-06,4.8306165e-06,1.6122398e-05,28.16,78.48,8.12,5.27,29.25,7.17,Wheat,Vegetative,HEALTHY
20260724_123113,G_4_10,jpr_20240528_AB01_MS_aligned_sun-all,4,10,672,247,4300374.722503403,621328.7849467854,0.54726845,0.117005475,3.2287488e-05,0.6517045454545455,65.6534090909091,45.273155,4.3948908e-06,4.857876e-06,1.5157813e-05,31.42,69.23,2.54,5.11,35.49,7.24,Wheat,Vegetative,HEALTHY
20260724_123113,G_4_11,jpr_20240528_AB01_MS_aligned_sun-all,4,11,736,247,4300374.722503403,621331.9849467663,0.50126874,0.093334295,2.9490324e-05,0.9471590909090909,96.02272727272727,49.873127,4.7983135e-06,4.809763e-06,1.4628809e-05,29.83,67.12,14.31,4.27,33.66,6.69,Wheat,Vegetative,HEALTHY
20260724_123113,G_4_12,jpr_20240528_AB01_MS_aligned_sun-all,4,12,800,247,4300374.722503403,621335.1849467471,0.5282758,0.09605814,3.1994947e-05,0.984375,98.94886363636364,47.17242,4.682966e-06,4.878154e-06,1.5348383e-05,31.96,80.45,13.69,1.27,31.53,7.12,Wheat,Vegetative,HEALTHY
20260724_123113,G_4_13,jpr_20240528_AB01_MS_aligned_sun-all,4,13,864,247,4300374.722503403,621338.3849467281,0.4844829,0.066740274,2.8962055e-05,0.9048295454545454,91.33522727272727,51.551712,5.0288813e-06,4.628667e-06,1.4683289e-05,29.94,76.55,11.05,2.72,32.85,7.49,Wheat,Vegetative,HEALTHY
20260724_123113,G_4_14,jpr_20240528_AB01_MS_aligned_sun-all,4,14,928,247,4300374.722503403,621341.584946709,0.5268103,0.09312276,3.185955e-05,0.9119318181818182,91.875,47.31897,4.6484324e-06,4.743622e-06,1.5268717e-05,32.39,74.72,13.38,1.44,45.23,7.16,Wheat,Vegetative,HEALTHY
20260724_123113,G_4_15,jpr_20240528_AB01_MS_aligned_sun-all,4,15,992,247,4300374.722503403,621344.7849466898,0.51852953,0.09280614,3.0590687e-05,0.8329545454545455,84.48863636363636,48.147045,4.6240566e-06,4.6062614e-06,1.4821357e-05,33.48,76.88,0.46,3.25,23.99,7.12,Wheat,Vegetative,HEALTHY
20260724_123113,G_4_16,jpr_20240528_AB01_MS_aligned_sun-all,4,16,1056,247,4300374.722503403,621347.9849466707,0.5815362,0.108884625,3.759109e-05,0.8764204545454546,88.69318181818183,41.846382,4.3066398e-06,4.9622786e-06,1.6837555e-05,28.58,65.74,3.16,2.75,25.29,7.09,Wheat,Vegetative,HEALTHY
20260724_123113,G_4_17,jpr_20240528_AB01_MS_aligned_sun-all,4,17,1120,247,4300374.722503403,621351.1849466516,0.51457775,0.0893653,3.1167194e-05,0.8485795454545455,85.71022727272727,48.542225,4.836449e-06,4.7399208e-06,1.5225938e-05,34.53,73.28,4.53,0.78,25.64,6.55,Wheat,Vegetative,HEALTHY
20260724_123113,G_4_18,jpr_20240528_AB01_MS_aligned_sun-all,4,18,1184,247,4300374.722503403,621354.3849466324,0.55654407,0.11290352,3.4646095e-05,0.8411931818181818,84.74431818181817,44.345592,4.474827e-06,4.8292263e-06,1.602401e-05,30.18,69.58,12.14,5.02,26.52,6.5,Wheat,Vegetative,HEALTHY
20260724_123113,G_4_19,jpr_20240528_AB01_MS_aligned_sun-all,4,19,1248,247,4300374.722503403,621357.5849466133,0.5299982,0.113945045,3.5026213e-05,0.8286931818181819,83.4659090909091,47.000183,5.041802e-06,5.244348e-06,1.6717728e-05,32.38,77.47,6.59,3.52,19.19,6.84,Wheat,Vegetative,HEALTHY
20260724_123113,G_4_20,jpr_20240528_AB01_MS_aligned_sun-all,4,20,1312,247,4300374.722503403,621360.7849465943,0.59419507,0.14851439,3.857908e-05,0.9255681818181818,93.32386363636364,40.580494,4.2932243e-06,4.869641e-06,1.7153485e-05,30.94,70.13,5.7,5.24,37.11,7.45,Wheat,Vegetative,HEALTHY
20260724_123113,G_4_21,jpr_20240528_AB01_MS_aligned_sun-all,4,21,1376,247,4300374.722503403,621363.9849465751,0.58423895,0.14939936,4.16397e-05,0.8630681818181818,87.1590909090909,41.576107,4.912112e-06,5.40659e-06,1.8792685e-05,31.95,69.16,4.14,4.63,34.43,6.58,Wheat,Vegetative,HEALTHY
20260724_123113,G_4_22,jpr_20240528_AB01_MS_aligned_sun-all,4,22,1440,247,4300374.722503403,621367.184946556,0.561712,0.14375588,3.599034e-05,0.9125,91.875,43.828796,4.5675133e-06,4.813787e-06,1.6564816e-05,33.29,70.35,3.47,2.87,24.25,6.91,Wheat,Vegetative,HEALTHY
20260724_123113,G_4_23,jpr_20240528_AB01_MS_aligned_sun-all,4,23,1504,247,4300374.722503403,621370.3849465369,0.5475771,0.14141074,3.4475874e-05,0.853125,85.99431818181819,45.24229,4.6578643e-06,4.9975965e-06,1.615031e-05,34.69,73.04,1.28,5.12,36.75,5.79,Wheat,Vegetative,HEALTHY
20260724_123113,G_4_24,jpr_20240528_AB01_MS_aligned_sun-all,4,24,1568,247,4300374.722503403,621373.5849465177,0.5822437,0.15199311,3.7045796e-05,0.9943181818181818,99.6590909090909,41.77563,4.371933e-06,4.7903345e-06,1.6721066e-05,31.39,67.45,4.79,3.16,28.0,6.48,Wheat,Vegetative,HEALTHY
20260724_123113,G_4_25,jpr_20240528_AB01_MS_aligned_sun-all,4,25,1632,247,4300374.722503403,621376.7849464986,0.5599693,0.14905372,3.5769153e-05,0.990625,99.0625,44.00307,4.6603463e-06,5.0424565e-06,1.6583917e-05,32.75,76.78,6.37,5.96,32.25,6.58,Wheat,Vegetative,HEALTHY
20260724_123113,G_4_26,jpr_20240528_AB01_MS_aligned_sun-all,4,26,1696,247,4300374.722503403,621379.9849464794,0.5396717,0.13263905,3.6922294e-05,0.569034090909091,57.24431818181818,46.03283,5.219819e-06,5.3667864e-06,1.7527822e-05,31.45,72.51,1.5,2.61,30.65,6.86,Wheat,Vegetative,HEALTHY
20260724_123113,G_5_9,jpr_20240528_AB01_MS_aligned_sun-all,5,9,608,302,4300371.972694432,621325.5849468046,0.5481938,0.12595306,3.2289594e-05,0.5204545454545455,52.61363636363636,45.18062,4.3965565e-06,4.7058115e-06,1.5160182e-05,30.7,76.8,0.6,1.7,30.31,6.58,Wheat,Vegetative,HEALTHY
20260724_123113,G_5_10,jpr_20240528_AB01_MS_aligned_sun-all,5,10,672,302,4300371.972694432,621328.7849467854,0.51437336,0.10237514,2.9353647e-05,0.9264204545454545,93.94886363636363,48.562664,4.530297e-06,4.6497603e-06,1.4315222e-05,31.82,68.41,6.59,3.66,30.49,7.3,Wheat,Vegetative,HEALTHY
20260724_123113,G_5_11,jpr_20240528_AB01_MS_aligned_sun-all,5,11,736,302,4300371.972694432,621331.9849467663,0.52623165,0.10377766,2.9925559e-05,0.9252840909090909,94.0909090909091,47.376835,4.383577e-06,4.544461e-06,1.4359147e-05,29.36,76.43,2.71,5.43,41.8,6.56,Wheat,Vegetative,HEALTHY
20260724_123113,G_5_12,jpr_20240528_AB01_MS_aligned_sun-all,5,12,800,302,4300371.972694432,621335.1849467471,0.5024501,0.07841883,2.9119206e-05,0.9553977272727273,96.5625,49.75499,4.67574e-06,4.461749e-06,1.4382523e-05,33.65,65.25,7.51,1.82,22.42,6.55,Wheat,Vegetative,HEALTHY
20260724_123113,G_5_13,jpr_20240528_AB01_MS_aligned_sun-all,5,13,864,302,4300371.972694432,621338.3849467281,0.5076093,0.08263528,2.9092329e-05,0.8420454545454545,85.0,49.23907,4.5436627e-06,4.539267e-06,1.4241481e-05,30.76,70.7,5.38,5.27,28.39,7.35,Wheat,Vegetative,HEALTHY
20260724_123113,G_5_14,jpr_20240528_AB01_MS_aligned_sun-all,5,14,928,302,4300371.972694432,621341.584946709,0.5073726,0.07439289,3.0195795e-05,0.7741477272727273,77.86931818181819,49.262737,4.698596e-06,4.556415e-06,1.4764266e-05,33.41,72.16,0.63,2.73,24.61,6.5,Wheat,Vegetative,HEALTHY
20260724_123113,G_5_15,jpr_20240528_AB01_MS_aligned_sun-all,5,15,992,302,4300371.972694432,621344.7849466898,0.5402555,0.10322678,3.0966316e-05,0.7701704545454545,77.7840909090909,45.974453,4.2899173e-06,4.5455704e-06,1.4612421e-05,34.17,59.2,2.6,5.48,35.27,6.22,Wheat,Vegetative,HEALTHY
20260724_123113,G_5_16,jpr_20240528_AB01_MS_aligned_sun-all,5,16,1056,302,4300371.972694432,621347.9849466707,0.52849114,0.08046616,3.135553e-05,0.8255681818181818,83.03977272727273,47.150887,4.5131355e-06,4.5135084e-06,1.4965399e-05,27.78,68.94,9.53,3.07,31.52,6.79,Wheat,Vegetative,HEALTHY
20260724_123113,G_5_17,jpr_20240528_AB01_MS_aligned_sun-all,5,17,1120,302,4300371.972694432,621351.1849466516,0.5625975,0.11111485,3.2096217e-05,0.8053977272727273,80.9375,43.74025,4.0758414e-06,4.497941e-06,1.4774993e-05,28.15,72.31,6.47,3.36,39.4,6.81,Wheat,Vegetative,HEALTHY
20260724_123113,G_5_18,jpr_20240528_AB01_MS_aligned_sun-all,5,18,1184,302,4300371.972694432,621354.3849466324,0.54193777,0.096940614,3.239223e-05,0.8130681818181819,81.9034090909091,45.806225,4.3982036e-06,4.5525226e-06,1.5196049e-05,31.06,63.88,5.31,0.92,30.09,6.85,Wheat,Vegetative,HEALTHY
20260724_123113,G_5_19,jpr_20240528_AB01_MS_aligned_sun-all,5,19,1248,302,4300371.972694432,621357.5849466133,0.58352935,0.13106012,3.6506244e-05,0.8474431818181818,85.39772727272728,41.647064,4.2352794e-06,4.762266e-06,1.6404541e-05,29.36,74.34,10.1,1.9,33.42,7.23,Wheat,Vegetative,HEALTHY
20260724_123113,G_5_20,jpr_20240528_AB01_MS_aligned_sun-all,5,20,1312,302,4300371.972694432,621360.7849465943,0.5731704,0.13879094,3.7993665e-05,0.8434659090909091,84.74431818181817,42.682957,4.586743e-06,4.9531704e-06,1.7251868e-05,32.12,76.68,1.19,3.03,46.02,6.61,Wheat,Vegetative,HEALTHY
20260724_123113,G_5_21,jpr_20240528_AB01_MS_aligned_sun-all,5,21,1376,302,4300371.972694432,621363.9849465751,0.59554267,0.14793928,4.161733e-05,0.9454545454545454,95.3125,40.445732,4.696675e-06,5.4590637e-06,1.856979e-05,31.19,78.79,7.22,2.68,31.88,6.39,Wheat,Vegetative,HEALTHY
20260724_123113,G_5_22,jpr_20240528_AB01_MS_aligned_sun-all,5,22,1440,302,4300371.972694432,621367.184946556,0.5742478,0.14219995,3.78029e-05,0.8434659090909091,84.94318181818183,42.575222,4.5476463e-06,5.013298e-06,1.7149176e-05,34.27,64.49,6.88,5.96,33.31,6.52,Wheat,Vegetative,HEALTHY
20260724_123113,G_5_23,jpr_20240528_AB01_MS_aligned_sun-all,5,23,1504,302,4300371.972694432,621370.3849465369,0.5809901,0.15143014,3.761405e-05,0.837215909090909,84.26136363636364,41.900993,4.3463024e-06,4.79327e-06,1.6884871e-05,28.82,68.37,2.37,3.29,34.36,6.96,Wheat,Vegetative,HEALTHY
20260724_123113,G_5_24,jpr_20240528_AB01_MS_aligned_sun-all,5,24,1568,302,4300371.972694432,621373.5849465177,0.56400174,0.14381994,3.6160254e-05,0.9380681818181819,94.46022727272727,43.599827,4.5995644e-06,4.8939714e-06,1.6653506e-05,28.58,69.71,4.05,5.11,26.63,6.33,Wheat,Vegetative,HEALTHY
20260724_123113,G_5_25,jpr_20240528_AB01_MS_aligned_sun-all,5,25,1632,302,4300371.972694432,621376.7849464986,0.54493856,0.13675256,3.4636927e-05,0.921875,93.0965909090909,45.50614,4.7568133e-06,4.957642e-06,1.6302954e-05,29.47,77.23,0.61,2.18,42.43,6.66,Wheat,Vegetative,HEALTHY
20260724_123113,G_5_26,jpr_20240528_AB01_MS_aligned_sun-all,5,26,1696,302,4300371.972694432,621379.9849464794,0.53247505,0.13559425,3.2071737e-05,0.9602272727272727,96.8465909090909,46.752495,4.667577e-06,4.638052e-06,1.5358593e-05,32.94,68.78,2.46,3.28,25.8,6.74,Wheat,Vegetative,HEALTHY
20260724_123113,G_5_27,jpr_20240528_AB01_MS_aligned_sun-all,5,27,1760,302,4300371.972694432,621383.1849464604,0.50499654,0.119663656,3.0335306e-05,0.8360795454545454,84.43181818181819,49.500347,4.870635e-06,4.5701818e-06,1.4982814e-05,31.49,73.74,6.32,5.29,34.5,6.79,Wheat,Vegetative,HEALTHY
20260724_123113,G_6_9,jpr_20240528_AB01_MS_aligned_sun-all,6,9,608,357,4300369.2228854615,621325.5849468046,0.5719103,0.13541767,3.3707136e-05,0.9073863636363636,91.5625,42.808968,4.169233e-06,4.6160817e-06,1.5405392e-05,32.16,65.24,11.34,2.87,35.03,7.07,Wheat,Vegetative,HEALTHY
20260724_123113,G_6_10,jpr_20240528_AB01_MS_aligned_sun-all,6,10,672,357,4300369.2228854615,621328.7849467854,0.5214656,0.10182703,2.904541e-05,0.9306818181818182,94.63068181818181,47.85344,4.39017e-06,4.4365092e-06,1.4072336e-05,33.42,74.98,1.35,5.16,38.63,6.63,Wheat,Vegetative,HEALTHY
20260724_123113,G_6_11,jpr_20240528_AB01_MS_aligned_sun-all,6,11,736,357,4300369.2228854615,621331.9849467663,0.5268188,0.09638076,2.94812e-05,0.9599431818181818,97.13068181818181,47.31812,4.305007e-06,4.3977525e-06,1.41324435e-05,28.68,76.11,7.37,1.9,32.3,7.22,Wheat,Vegetative,HEALTHY
20260724_123113,G_6_12,jpr_20240528_AB01_MS_aligned_sun-all,6,12,800,357,4300369.2228854615,621335.1849467471,0.47863576,0.0713037,2.6550666e-05,0.8201704545454546,82.8125,52.13642,4.7397743e-06,4.4154076e-06,1.35903265e-05,31.86,76.55,4.36,4.4,23.35,6.09,Wheat,Vegetative,HEALTHY
20260724_123113,G_6_13,jpr_20240528_AB01_MS_aligned_sun-all,6,13,864,357,4300369.2228854615,621338.3849467281,0.51909256,0.085263476,2.8094202e-05,0.8079545454545455,81.81818181818183,48.090744,4.16699e-06,4.203158e-06,1.3532068e-05,30.86,75.0,7.07,4.89,35.66,6.81,Wheat,Vegetative,HEALTHY
20260724_123113,G_6_14,jpr_20240528_AB01_MS_aligned_sun-all,6,14,928,357,4300369.2228854615,621341.584946709,0.50070167,0.08675403,2.6041158e-05,0.8045454545454546,81.16477272727273,49.929832,4.287635e-06,4.1297444e-06,1.2968325e-05,33.02,74.79,2.28,2.8,30.04,7.1,Wheat,Vegetative,HEALTHY
20260724_123113,G_6_15,jpr_20240528_AB01_MS_aligned_sun-all,6,15,992,357,4300369.2228854615,621344.7849466898,0.55182827,0.09457788,2.9844885e-05,0.7582386363636363,77.01704545454545,44.817173,3.8727053e-06,4.0350365e-06,1.3821365e-05,28.46,78.53,10.59,5.12,34.65,6.8,Wheat,Vegetative,HEALTHY
20260724_123113,G_6_16,jpr_20240528_AB01_MS_aligned_sun-all,6,16,1056,357,4300369.2228854615,621347.9849466707,0.5398233,0.094602525,3.012224e-05,0.8045454545454546,81.19318181818181,46.01767,4.1903063e-06,4.341635e-06,1.4231431e-05,34.19,65.68,11.56,5.67,36.28,6.62,Wheat,Vegetative,HEALTHY
